name;url;description;pub_date;authors;cobertura-geografica;countries;federatives;cities;email;type_artigo;type_materia_jornalistica;type_aplicativo_plataforma;type_painel;type_conjunto_de_dados;type_inteligencia_artificial;type_estudo;type_bot;type_outro;topics_agricultura_extrativismo_pesca;topics_assistencia_desenvolvimento_social;topics_ciencia_informacao_comunicacao;topics_comercio_servicos_turismo;topics_cultura_lazer_esporte;topics_dados_estrategicos;topics_defesa_seguranca;topics_economia_financas;topics_educacao;topics_energia;topics_equipamentos_publicos;topics_geografia;topics_governo_politica;topics_habitacao_saneamento_urbanismo;topics_industria;topics_justica_legislacao;topics_meio_ambiente;topics_plano_plurianual;topics_relacoes_internacionais;topics_saude;topics_trabalho;topics_transportes_transito;tags;url_source;url_image;data_name;data_institution;data_url;data_periodical;continuar;data_name_2;data_institution_2;data_url_2;data_periodical_2;segunda_repeticao;data_name_3;data_institution_3;data_url_3;data_periodical_3;terceira_repeticao;data_name_4;data_institution_4;data_url_4;data_periodical_4;quarta_repeticao;data_name_5;data_institution_5;data_url_5;data_periodical_5;quinta_repeticao;data_name_6;data_institution_6;data_url_6;data_periodical_6;sexta_repeticao;data_name_7;data_institution_7;data_url_7;data_periodical_7;setima_repeticao;data_name_8;data_institution_8;data_url_8;data_periodical_8;oitava_repeticao;data_name_9;data_institution_9;data_url_9;data_periodical_9;nona_repeticao;data_name_10;data_institution_10;data_url_10;data_periodical_10;comment
Guardas municipais mataram estas pessoas em SP: foram 197 vítimas em sete anos;https://ponte.org/guardas-municipais-mataram-estas-pessoas-em-sp-foram-197-vitimas-em-sete-anos/;A reportagem é a segunda publicação de uma série de três matérias que aborda como a militarização das guardas municipais tem desconstruído a ideia de uma corporação que atue de maneira mais preventiva do que repressiva. O presente material traz dados até então não trabalhados e inéditos sobre as mortes praticadas por guardas municipais no estado de São Paulo e discute como a falta de fiscalização tem sido terreno fértil para uma atuação sem controle.;13/09/2024;Jeniffer Mendonça;unidades-federativas;;SP;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"GCM; militarização; mortalidade; violência";https://;https://;Letalidade Policial;Ministério Público do Estado de São Paulo;LAI;2;1;MUNIC - Segurança Pública;IBGE;https://www.ibge.gov.br/estatisticas/sociais/educacao/10586-pesquisa-de-informacoes-basicas-municipais.html;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Solidão no cárcere: 26% das mulheres presas no Brasil não recebem visitas;https://g1.globo.com/sp/campinas-regiao/noticia/2025/03/08/solidao-no-carcere-26percent-das-mulheres-presas-no-brasil-nao-recebem-visitas.ghtml;"A reportagem faz parte da série ""Dia de visita: a solidão da mulher no cárcere"", que revela um olhar inédito sobre um dado alarmante diante da realidade das mulheres privadas de liberdade no Brasil: mais de um quarto delas não recebe qualquer visita durante o período de encarceramento. A investigação, que teve como base dados do Sisdepen, painel da Secretaria Nacional de Políticas Penais (Senappen), expõe dados nacionais, estaduais e regionais, e repercute, por meio do relato de mulheres presas e da análise de especialistas, como a ausência de vínculos familiares e sociais afeta diretamente a dignidade, a saúde mental e a reintegração das detentas.";08/03/2025;Yasmin Castro;unidades-federativas;;AC, AL, AP, AM, BA, CE, DF, ES, GO, MA, MT, PA, PB, PR, PE, PI, RJ, RN, RS, RO, RR, SP, SE;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"cárcere; mulheres presas; prisão; solidão";https://;https://s2-g1.glbimg.com/l8sWvYaVdCaXI3dIllBpohQkmCQ=/0x0:1615x901/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/B/6/Q1iXp6QEK9bYYEtfos4Q/screenshot-1.jpg;Levantamento Nacional de Informações Penitenciárias;Secretaria Nacional de Políticas Penais;https://www.gov.br/senappen/pt-br/servicos/sisdepen/bases-de-dados;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Por que o agro está interessado no mercado de produtos biológicos?;https://ojoioeotrigo.com.br/2024/09/por-que-o-agro-esta-interessado-no-mercado-de-produtos-biologicos/;A reportagem revela os interesses da indústria química no mercado de bioinsumos e traça um panorama completo do setor: explica o que são esses produtos, o que preveem os projetos de lei para sua regulamentação, como diferentes perfis de agricultores os utilizam, além de críticas do setor produtivo e dos próprios usuários. Os dados, ainda incipientes, apontam tendência de crescimento — e a reportagem saiu na frente ao expor riscos potenciais nos projetos de lei em tramitação e as propostas de substitutivo articuladas pelo setor privado., , Mostramos como, sem regras próprias, os bioinsumos acabam enquadrados em categorias restritivas de agrotóxicos e fertilizantes químicos. A apuração reuniu dados abertos, entrevistas e análise de documentos públicos. Constatamos que um em cada quatro pedidos de registro parte de gigantes do mercado de agrotóxicos, interessadas em ampliar portfólio a um custo menor do que o necessário para lançar novas moléculas químicas.;30/09/2024;Flávia Schiochet;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;"agronegócio; bioinsumos; produtos químicos";https://;https://;Filas de Registro de Agrotóxicos;Ministério da Agricultura e Pecuária;https://www.gov.br/agricultura/pt-br/assuntos/insumos-agropecuarios/insumos-agricolas/agrotoxicos/filas-de-registro-de-agrotoxicos;2;1;Registros de Agrotóxicos e Biológicos;Ministério da Agricultura e Pecuária;https://docs.google.com/spreadsheets/u/0/d/1OpG05xR6Y36zl1QBTi3p75cwaasdlzEG/htmlview#;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Sem critérios ambientais, Bolsa canaliza mais de R$ 560 bilhões ao agro brasileiro;https://ojoioeotrigo.com.br/2024/08/sem-criterios-ambientais-bolsa-canaliza-mais-de-r-560-bilhoes-ao-agro-brasileiro/;A matéria faz parte do projeto A Bolsa do Agro, que revela o uso do crédito privado concedido por meio de instrumentos financeiros do mercado de capitais e da bolsa de valores brasileira para atividades agropecuárias em áreas que violam a legislação socioambiental vigente na Amazônia. Entre os instrumentos que forjam a captação deste recurso estão o Fundo de Investimentos das Cadeias Produtivas Agroindustriais (Fiagro) e seu principal ativo financeiro, o Certificado de Recebíveis do Agronegócio (CRA).;21/08/2024;Bruna Bronoski;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;"agronegócio; crédito rural; infrações ambientais";https://;https://;Finanças Privadas do Agro;Ministério da Agricultura e Pecuária;https://www.gov.br/agricultura/pt-br/assuntos/politica-agricola/boletim-de-financas-privadas-do-agro;2;1;Influenciadores de Finanças;Associação Brasileira das Entidades dos Mercados Financeiro e de Capitais (ANBIMA);https://ojoioeotrigo.com.br/2024/08/sem-criterios-ambientais-bolsa-canaliza-mais-de-r-560-bilhoes-ao-agro-brasileiro/;2;1;Relatório Itaú Asset Management;Itaú;https://www.itauassetmanagement.com.br/insights/estudos/;2;1;Implementação do Código Florestal;"Climate Policy Initiative; PUC-Rio";https://www.climatepolicyinitiative.org/wp-content/uploads/2023/04/REL-Onde-Estamos-na-Implementacao-do-Codigo-Florestal-2022.pdf#page=15;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Enquanto mira bolsa de Nova York, JBS usa recurso captado no Brasil para compra de gado ilegal;https://ojoioeotrigo.com.br/2024/10/enquanto-mira-bolsa-de-nova-york-jbs-usa-recurso-captado-no-brasil-para-compra-de-gado-ilegal/;"A reportagem faz parte do projeto ""A Bolsa do Agro"", que revela o uso do crédito privado concedido por meio de instrumentos financeiros do mercado de capitais e da bolsa de valores brasileira para atividades agropecuárias em áreas que violam a legislação socioambiental vigente na Amazônia. Entre os instrumentos que forjam a captação deste recurso estão o Fundo de Investimentos das Cadeias Produtivas Agroindustriais (Fiagro) e seu principal ativo financeiro, o Certificado de Recebíveis do Agronegócio (CRA).";17/10/2024;Bruna Bronoski;paises;Brasil, Estados Unidos;;;bbronoski@gmail.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"desmatamento; gado ilegal; agronegócio";https://;https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2024/10/corpo-portfolio-produtos.jpg;Embargos;Ibama;https://dadosabertos.ibama.gov.br/dataset/fiscalizacao-termo-de-embargo;2;1;Cadastro Ambiental Rural;Ministério do Meio Ambiente e Mudança do Clima;https://consultapublica.car.gov.br/publico/imoveis/index;2;1;Desmatamento;MapBiomas;https://brasil.mapbiomas.org/#;2;1;Fiagro;B3;https://www.b3.com.br/data/files/9C/D0/C6/40/E7831910812F0F09AC094EA8/Boletim%20Fiagro%20-%2007M24.pdf#page=6;2;1;Certificado de Recebíveis do Agronegócio (CRA) JBS;ANBIMA;https://data.anbima.com.br/certificado-de-recebiveis/CRA0210039L/caracteristicas;2;1;CRAs;Securitizadora Virgo;https://emissoes.virgo.inc/;2;1;CRAs;Securitizadora Opea;https://opea.com.br/pt/;2;1;Demonstrações Financeiras da JBS;JBS;https://api.mziq.com/mzfilemanager/v2/d/043a77e1-0127-4502-bc5b-21427b991b22/6796bca5-8a87-ffc7-8d0b-692121a23724?origin=1;2;1;Cadeia de produção de carne e desmatamento na Amazônia;Instituto do Homem e Meio Ambiente da Amazônia (Imazon);https://imazon.org.br/publicacoes/a-cadeia-de-producao-de-carne-continua-contribuindo-para-o-desmatamento-na-amazonia/;2;1;Formulário F-4;Securities and Exchange Commission (SEC);https://www.sec.gov/Archives/edgar/data/1791942/000119312524078243/d654052df4a.htm#rom654052_9;2;Cadastrado por Jacqueline (Ceweb.br)
Menos floresta, mais pasto: senador Jaime Bagattoli ameaça a Amazônia com dinheiro do mercado de capitais;https://ojoioeotrigo.com.br/2025/01/menos-floresta-mais-pasto-senador-jaime-bagattoli-ameaca-a-amazonia-com-dinheiro-do-mercado-de-capitais/;"A reportagem é parte do projeto ""A Bolsa do Agro"", que revela o uso do crédito privado concedido por meio de instrumentos financeiros do mercado de capitais e da bolsa de valores brasileira para atividades agropecuárias em áreas que violam a legislação socioambiental vigente na Amazônia. Entre os instrumentos que forjam a captação deste recurso estão o Fundo de Investimentos das Cadeias Produtivas Agroindustriais (Fiagro) e seu principal ativo financeiro, o Certificado de Recebíveis do Agronegócio (CRA).";30/01/2025;Bruna Bronoski;unidades-federativas;;RO;;bbronoski@gmail.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;"mercado de capitais; desmatamento; pecuária";https://;https://;CRA CORP Minerva VI;Securitizadora Virgo;https://emissoes.virgo.inc/VRG0737;2;1;Composição Acionária Minerva Foods;Minerva Foods;https://ri.minervafoods.com/governanca-corporativa/composicao-acionaria/ri.minervafoods.com/governanca-corporativa/composicao-acionaria/;2;1;Desmatamento Amazônia;MapBiomas;https://brasil.mapbiomas.org/2024/10/03/mais-de-90-do-desmatamento-da-amazonia-e-para-abertura-de-pastagem/;2;1;Cadastro Ambiental Rural;Ministério do Meio Ambiente e Mudança do Clima;https://consultapublica.car.gov.br/publico/imoveis/index;2;1;Desmatamento;INPE;https://terrabrasilis.dpi.inpe.br/;2;1;Desmatamento em Rondônia;Folha de S. Paulo;https://www1.folha.uol.com.br/ambiente/2022/09/desmatamento-em-rondonia-avanca-ate-em-areas-protegidas-por-lei.shtml;2;2;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Dívidas e contratos de prefeitos desmatadores do MT são usados para emitir títulos verdes do agro;https://ojoioeotrigo.com.br/2025/02/dividas-e-contratos-de-prefeitos-desmatadores-do-mt-sao-usados-para-emitir-titulos-verdes-do-agro/;"A reportagem é parte do projeto ""A Bolsa do Agro"", que revela o uso do crédito privado concedido por meio de instrumentos financeiros do mercado de capitais e da bolsa de valores brasileira para atividades agropecuárias em áreas que violam a legislação socioambiental vigente na Amazônia. Entre os instrumentos que forjam a captação deste recurso estão o Fundo de Investimentos das Cadeias Produtivas Agroindustriais (Fiagro) e seu principal ativo financeiro, o Certificado de Recebíveis do Agronegócio (CRA)., ,";25/02/2025;Bruna Bronoski;unidades-federativas;;MT;;bbronoski@gmail.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;"agronegócio; desmatamento; títulos verdes";https://;https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2025/02/Foto_Fazenda-Sao-Jorge.jpg;CRA - Eco Securitizadora de Direitos Creditórios do Agronegócio S.A;Fueling Sustainability;https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2025/02/1682642094CRA-FS-BIO-Prospecto-Definitivo-27.04.2023.pdf;2;1;Emissões;Opea;https://app.opea.com.br/pt/emissoes;2;1;Emissões;Ecoagro;https://ecoagro.agr.br/emissoes;2;1;Emissões;Província;https://www.provinciasecuritizadora.com.br/ProdutoDetalhe?Id=3;2;1;Terras Indígenas no Brasil;Instituto Socioambiental;https://terrasindigenas.org.br/pt-br/terras-indigenas/4145;2;1;Cadastros Ambientais Rurais sobrepostos a terras indígenas;Operação Amazônia Nativa (OPAN);https://amazonianativa.org.br/pub/o-car-como-instrumento-de-grilagem/;2;1;CRA Fiagril;Gaia Securitizadora;https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2025/02/TS_Fiagril_CRA020003VE_with-suppliers_matured.pdf;2;1;Receita Fueling Sustainability;Fueling Sustainability;https://www.fs.agr.br/en/investors/financial-information/results-center/;2;1;Relatórios de Sustentabilidade Fiagril;Fiagril;https://fiagril.com.br/sustentabilidade/relatorios-de-sustentabilidade/;2;1;Fundos de Investimentos;Valora Investimentos;https://valorainvest.com.br/fundos/;2;Cadastrado por Jacqueline (Ceweb.br)
Sem petróleo, carvão, gás… e floresta: títulos “verdes” atraem investidores para negócios insustentáveis;https://ojoioeotrigo.com.br/2025/03/sem-petroleo-carvao-gas-e-floresta-titulos-verdes-atraem-investidores-para-negocios-insustentaveis/;"A reportagem faz parte do projeto ""A Bolsa do Agro"", que revela o uso do crédito privado concedido por meio de instrumentos financeiros do mercado de capitais e da bolsa de valores brasileira para atividades agropecuárias em áreas que violam a legislação socioambiental vigente na Amazônia. Entre os instrumentos que forjam a captação deste recurso estão o Fundo de Investimentos das Cadeias Produtivas Agroindustriais (Fiagro) e seu principal ativo financeiro, o Certificado de Recebíveis do Agronegócio (CRA).";17/03/2025;Bruna Bronoski;paises;;;;bbronoski@gmail.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"título de crédito verde; sustentabilidade; Objetivos de Desenvolvimento Sustentável; greenwashing";https://;https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2025/03/evolucao-patrimonio-fiagro-cra-v2.png;CRA Verde Solubio;Eco Securitizadora;https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2025/03/cra-verde-solubio-ecoagro.pdf;2;1;Parecer Independente - Emissão de Títulos Verdes Solubio;NINT Natural Intelligence;https://ecoagro.agr.br/public/storage/Arquivo/1666188843Parecer%20Independente%20-%20NINT%20(Natural%20Intelligence)%20%E2%80%93%20Agosto2022.pdf;2;1;CRA FS Indústria de Biocombustíveis;Eco Securitizadora;https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2025/03/1686855238CRA_FS_Bio_II_Termo_de_Securitizacao_cra-verde.pdf;2;1;Desmatamento;Ibama;https://siscom.ibama.gov.br/painel/#/;2;1;Acervo Fundiário;INCRA;https://dados.gov.br/dados/conjuntos-dados/acervo-fundiario;2;1;Desmatamento;MapBiomas;https://plataforma.brasil.mapbiomas.org/coverage/coverage_lclu?t[regionKey]=brazil&t[ids][]=1-1-1&t[divisionCategoryId]=4&tl[id]=1&tl[themeKey]=coverage&tl[subthemeKey]=coverage_lclu&tl[pixelValues][]=3&tl[pixelValues][]=49&tl[pixelValues][]=6&tl[pixelValues][]=5&tl[pixelValues][]=4&tl[pixelValues][]=12&tl[pixelValues][]=50&tl[pixelValues][]=11&tl[pixelValues][]=29&tl[pixelValues][]=32&tl[pixelValues][]=27&tl[pixelValues][]=25&tl[pixelValues][]=30&tl[pixelValues][]=23&tl[pixelValues][]=24&tl[pixelValues][]=75&tl[pixelValues][]=33&tl[pixelValues][]=31&tl[pixelValues][]=9&tl[pixelValues][]=21&tl[pixelValues][]=15&tl[pixelValues][]=48&tl[pixelValues][]=46&tl[pixelValues][]=47&tl[pixelValues][]=35&tl[pixelValues][]=20&tl[pixelValues][]=39&tl[pixelValues][]=40&tl[pixelValues][]=62&tl[pixelValues][]=41&tl[legendKey]=default&tl[year]=2024;2;1;Imagens de Satélite;Google;https://earth.google.com/web/;2;1;Ativos BlackRock;Reuters;https://www.reuters.com/business/finance/blackrock-assets-hit-record-116-trillion-fourth-quarter-2024-2025-01-15/;2;1;Relatório de Sustentabilidade JBS;JBS;https://www.jbs.com.br/wp-content/uploads/2023/10/sustainability-in-report-jbs-2021.pdf#page=9;2;1;Patrimônio Líquido de Fiagro e CRA;Comissão de Valores Mobiliários;https://www.gov.br/cvm/pt-br/centrais-de-conteudo/publicacoes/boletins/boletim-cvm-agronegocio;2;Cadastrado por Jacqueline (Ceweb.br).
PM mantém sem câmeras quatro dos dez batalhões mais letais de São Paulo;https://ponte.org/pm-mantem-sem-cameras-quatro-dos-dez-batalhoes-mais-letais-de-sao-paulo/;A reportagem mostra que, das 30 unidades mais letais da Polícia Militar do Estado São Paulo desde 2020, quando foram adotadas as câmeras corporais, nove delas eram mantidas sem os aparelhos. Entre as dez mais letais, quatro não têm câmeras.;06/02/2025;Paulo Batistella;unidades-federativas;;SP;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Polícia Militar; câmeras corporais; letalidade; violência";https://;https://ponte.org/wp-content/uploads/2021/08/50929136373_fa9c169900_c-799x500.jpg;Mortes em Decorrência de Intervenção Policial (2017 - 2025);Gaesp (MP-SP);https://app.powerbi.com/view?r=eyJrIjoiY2MxNjJjYTgtNzBlZi00NmJhLTkzZDctMGE5MGViYjQ3ODQzIiwidCI6IjJkYmQ4NDk5LTUwOGQtNGI3Ni1hMzFkLWNhMzljYjNkOGYxZCJ9;2;1;Câmeras Operacionais Portáteis (COP) por Organizações da PM;PMESP;https://ponte.org/wp-content/uploads/2025/01/Relacao-de-OPM-com-COP_VF.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Prouni tem 85% de ociosidade no 2º semestre 2024 e acumula 2, 5 milhões de bolsas não preenchidas em 12 anos;https://g1.globo.com/educacao/noticia/2025/05/18/prouni-tem-85percent-de-ociosidade-em-2024-e-acumula-25-milhoes-de-bolsas-nao-preenchidas-em-12-anos.ghtml;A publicação reúne um balanço sobre a oferta, ocupação e ociosidade das bolsas ofertadas pelo governo federal por meio do Programa Universidade Para Todos (Prouni), de 2013 a 2024.;18/05/2025;Emily Santos;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;"Prouni; políticas públicas; ensino superior";https://;https://s2-g1.glbimg.com/1OtStzgC-zkblm5O-Bq-Ha-5eb0=/0x0:1192x922/1000x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2024/c/6/CVaDmNSgmhHlJkCBkUHw/prouni-2024.jpeg;Oferta, Ocupação e Ociosidade das vagas do Prouni;MEC;https://dados.gov.br/dados/conjuntos-dados/mec-prouni;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Brasil tem desafios gigantescos na Segunda Década de Ação pela Segurança no Trânsito;https://agenciasn.com.br/arquivos/20628;A reportagem mostra, com uma série de dados de múltiplas fontes, os desafios que o Brasil tem para cumprir as metas da Segunda Década de Ação pela Segurança no Trânsito, iniciativa global coordenada pela Organização Mundial da Saúde (OMS).;29/10/2024;José Pedro Soares Martins;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"acidentes de trânsito; letalidade; mortes por Sinistros de Transporte Terrestre";https://;http://agenciasn.com.br/wp-content/uploads/2015/11/Chuva2015Out_0018xxxxx-660x330.jpg;Acidentes em Transportes Terrestres;Ipea;https://repositorio.ipea.gov.br/entities/publication/3b0ec041-a948-4ba3-a542-3cc0805c68d6;2;1;Acidentes de Trânsito;Centro de Liderança Pública;https://clp.org.br/um-diagnostico-sobre-os-acidentes-de-transito-no-brasil-em-2023/#:~:text=De%20acordo%20com%20a%20Organiza%C3%A7%C3%A3o, a%20defici%C3%AAncias%20de%20longo%20prazo;2;1;Ciclovias e Ciclofaixas nas capitais;Aliança Bike;https://aliancabike.org.br/dados-do-setor/ciclovias-e-ciclofaixas/;2;1;Sistema Metroferroviário;ANPTrilhos;https://anptrilhos.org.br/wp-content/uploads/2024/04/anptrilhos-balanco-setor-2023.pdf;2;1;Rodovias;Confederação Nacional dos Transportes (CNT);https://pesquisarodovias.cnt.org.br/;2;1;Municipalização do Trânsito;Senatran;https://www.gov.br/transportes/pt-br/assuntos/transito/conteudo-Senatran/municipalizacao-senatran;2;1;Mortes em Acidentes de Trânsito;Denatran;https://www.gov.br/transportes/pt-br/assuntos/transito/conteudo-Senatran/registro-nacional-de-sinistros-e-estatisticas-de-transito;2;1;Mortalidade;Ministério da Saúde;https://opendatasus.saude.gov.br/dataset/sim;2;2;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
"Somente nove dos 417 municípios da Bahia tem baixa dependência de beneficiários do bolsa família; confira o mapa exclusivo";https://www.bahianoticias.com.br/municipios/noticia/42667-somente-nove-dos-417-municipios-da-bahia-tem-baixa-dependencia-de-beneficiarios-do-bolsa-familia-confira-o-mapa-exclusivo;A reportagem apresenta um levantamento exclusivo que cruzou dados atualizados de 2024 do Ministério do Desenvolvimento e Assistência Social (MDS) com o Censo do IBGE para medir a dependência dos municípios baianos em relação ao Bolsa Família. A análise mostra quais cidades têm maior e menor proporção de beneficiários, os impactos dessas diferenças, e mapeia visualmente esse cenário no estado. O texto ainda relaciona o número de beneficiários com os partidos políticos que governam os municípios, revelando tendências eleitorais e socioeconômicas.;30/11/2024;Ronne Oliveira;unidades-federativas;;BA;;;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"Bolsa Família; políticas públicas; pobreza";https://;https://tribunademinas.com.br/colunas/dinheiroecidadania/wp-content/uploads/2025/10/beneficiarios-direito-adicionais-bolsa-familia-750x375.webp;Censo 2022;IBGE;https://cidades.ibge.gov.br/;2;1;Beneficiários do Programa Bolsa Família;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;https://dados.gov.br/dados/organizacoes/visualizar/ministerio-do-desenvolvimento-e-assistencia-social-familia-e-combate-a-fome;2;1;Prefeitos Eleitos na Bahia (2024);TRE-BA;https://www.bahianoticias.com.br/noticia/296975-eleicoes-2024-veja-lista-completa-de-prefeitos-eleitos-na-bahia;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Acusação de conflito de interesses e atropelos levam à destituição de presidente do Conselho Federal de Nutrição;https://ojoioeotrigo.com.br/2025/05/acusacao-de-conflito-de-interesses-e-atropelos-levam-a-destituicao-de-presidente-do-conselho-federal-de-nutricao/;A reportagem revela o conflito de interesses na presidência do Conselho Federal de Nutrição (CFN) e explica como os embates entre conselheiros escalaram até a votação pela destituição da presidente, Erika Carvalho. Ao assumir o cargo, Carvalho tomou decisões sem consulta ao plenário, desrespeitando o regimento do órgão. Dentre as decisões tomadas à revelia do colegiado, está a chancela ao título de especialista em nutrição oncológica dado à Sociedade Brasileira de Nutrição Oncológica (SBNO), entidade da qual é sócia-fundadora junto de seu companheiro, Nivaldo Pinho. O reconhecimento havia sido negado pelos conselheiros do mandato anterior, pela falta de documentos e uma suspeita de venda casada. Carvalho não pautou a chancela do título em plenária, como manda o regimento do CFN. O Diário Oficial publicou a chancela como se aprovada em plenária, o que não ocorreu., , A investigação reuniu documentos, publicações em redes sociais e entrevistas, reconstituindo a sequência de acontecimentos. Parte dos documentos e as atas de todas as reuniões não estavam disponíveis no site da Transparência do CFN. Foi preciso reuni-las a partir do envio feito por fontes.;29/05/2025;Flávia Schiochet;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;"Conselho Federal de Nutrição (CFN); ética profissional; conflito de interesses";https://;https://cfn.org.br/wp-content/uploads/2015/09/logo_cfn_sized-770x214.png;Atas de Reuniões Plenárias;Conselho Federal de Nutrição (CFN);https://transparencia.cfn.org.br/index.php/atas-de-reunioes-plenarias/;2;1;Deliberação Plenária sobre reconhecimento de títulos de Especialista em Nutrição Oncológica;Diário Oficial da União;https://sbno.com.br/wp-content/uploads/2025/02/PORTARIA-CFN-No-4_2025.pdf;2;1;Parecer Jurídico do Conselho Federal de Nutrição (CFN);Conselho Federal de Nutrição (CFN);https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2025/05/2-SEI_CFN-1831746-CFN-Informacao-Juridica_PRIMEIRO-PARECER-JUR-SBNO.pdf;2;1;Despacho;Conselho Federal de Nutrição (CFN);https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2025/05/Despacho-Alexsandro-Wosniaki-12-de-maio.pdf;2;1;Carta da Coordenação de Articulação para o Etnodesenvolvimento Quilombola e de Povos e Comunidades Tradicionais;Ministério do Desenvolvimento Agrário e Agricultura Familiar;https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2025/05/CARTA.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
